0,10113387.59702446,1702680298.0455287,1702680297.0567403
1,10270555.906806726,1702680308.0450501,1702680307.071393
2,10428538.608654315,1702680318.037596,1702680317.0786889
3,10443830.630974296,1702680328.044304,1702680327.0868008
4,10361161.848194536,1702680338.0620508,1702680337.096908
5,10275925.599263048,1702680348.0793738,1702680347.1062255
6,10519095.012093324,1702680358.0755067,1702680357.1248546
7,9164840.677930549,1702680368.2399275,1702680367.148801
8,10378390.362504708,1702680378.1234288,1702680377.1598883
9,10261392.096462816,1702680388.1471918,1702680387.172665
10,10491879.388653433,1702680398.1409483,1702680397.1878302
11,9437569.288766215,1702680408.2617683,1702680407.2021735
12,10372400.039963242,1702680418.1752326,1702680417.2111356
13,3248353.5588191287,1702680430.2970626,1702680427.21858
14,9955656.154565906,1702680438.238357,1702680437.233903
15,10403713.71273296,1702680448.205322,1702680447.2441268
16,10276388.853498815,1702680458.2326162,1702680457.2595117
17,10320645.158432813,1702680468.247545,1702680467.2786133
18,10483757.602297962,1702680478.2525315,1702680477.298675
19,10450520.843714993,1702680488.2738235,1702680487.3169334
20,10469257.832341772,1702680498.279435,1702680497.3242574
21,10404596.345061263,1702680508.2994013,1702680507.3382876
22,10422451.424435126,1702680518.31034,1702680517.3508728
23,9406789.487317791,1702680528.437776,1702680527.3747141
24,10300948.114638247,1702680538.366421,1702680537.3956366
25,10582953.84814133,1702680548.3499336,1702680547.4050179
26,10438195.75150931,1702680558.382469,1702680557.424449
27,10363376.298447559,1702680568.3992953,1702680567.4343588
28,10406062.568304993,1702680578.4101815,1702680577.4492033
29,10454003.35131953,1702680588.4235566,1702680587.4669852
